A	B	DA	DB	R	ID	PA	PB
8000	10000	0	365	0	21	1	1
35	10000	0	7	1	21	1	1
3500	10000	0	21	0	21	1	1
25	100	0	7	0	21	1	1
250	10000	0	7	1	21	1	1
10	500	0	7	1	21	1	1
2500	10000	0	7	1	21	1	1
175	1000	0	7	1	21	1	1
4000	10000	0	14	0	21	1	1
250	1000	0	7	1	21	1	1
375	1000	0	7	1	21	1	1
500	1000	0	60	0	21	1	1
3500	10000	0	7	1	21	1	1
4000	10000	0	7	1	21	1	1
4500	10000	0	14	1	21	1	1
375	1000	0	14	1	21	1	1
4500	10000	0	1825	0	21	1	1
4500	10000	0	30	0	21	1	1
5500	10000	0	7	1	21	1	1
500	1000	0	21	0	21	1	1
3500	10000	0	21	0	21	1	1
3500	10000	0	14	0	21	1	1
5000	10000	0	7	0	21	1	1
2000	10000	0	30	0	21	1	1
375	1000	0	21	1	21	1	1
550	1000	0	30	1	21	1	1
500	1000	0	60	0	21	1	1
650	1000	0	21	0	21	1	1
400	1000	0	21	0	21	1	1
4500	10000	0	7	0	21	1	1
500	1000	0	14	0	21	1	1
850	10000	0	60	0	21	1	1
200	500	0	30	0	21	1	1
300	10000	0	180	1	21	1	1
475	1000	0	14	0	21	1	1
425	1000	0	14	0	21	1	1
550	1000	0	7	0	21	1	1
500	1000	0	7	0	21	1	1
475	1000	0	7	0	21	1	1
350	1000	0	7	1	21	1	1
450	1000	0	7	1	21	1	1
9000	10000	0	365	1	22	1	1
70	100	0	1825	0	22	1	1
9500	10000	0	1825	0	22	1	1
500	1000	0	730	1	22	1	1
325	500	0	730	0	22	1	1
8500	10000	0	1825	0	22	1	1
300	500	0	365	1	22	1	1
275	500	0	730	1	22	1	1
8000	10000	0	1825	0	22	1	1
7000	10000	0	1825	1	22	1	1
550	1000	0	1825	1	22	1	1
650	1000	0	1825	1	22	1	1
750	1000	0	1825	0	22	1	1
700	1000	0	1825	1	22	1	1
800	1000	0	1825	1	22	1	1
850	1000	0	1825	0	22	1	1
900	1000	0	1825	0	22	1	1
375	500	0	1825	0	22	1	1
7500	10000	0	1825	1	22	1	1
350	500	0	1825	1	22	1	1
400	500	0	1825	0	22	1	1
425	500	0	1825	0	22	1	1
9000	10000	0	730	1	22	1	1
65	100	0	1825	1	22	1	1
95	100	0	180	1	22	1	1
85	100	0	730	0	22	1	1
9500	10000	0	365	1	22	1	1
900	1000	0	730	0	22	1	1
325	500	0	1825	0	22	1	1
600	1000	0	1825	0	22	1	1
8000	10000	0	1825	0	22	1	1
500	1000	0	1825	1	22	1	1
550	1000	0	1825	1	22	1	1
650	1000	0	1825	1	22	1	1
750	1000	0	1825	0	22	1	1
700	1000	0	1825	1	22	1	1
800	1000	0	1825	0	22	1	1
850	1000	0	730	1	22	1	1
425	500	0	730	1	22	1	1
60	100	0	1825	1	22	1	1
8000	10000	0	365	1	23	1	1
950	1000	0	1825	1	23	1	1
475	500	0	1825	1	23	1	1
65	100	0	1825	1	23	1	1
9500	10000	0	1825	1	23	1	1
95	100	0	1825	0	23	1	1
90	100	0	1825	0	23	1	1
85	100	0	1825	0	23	1	1
75	100	0	1825	0	23	1	1
70	100	0	1825	0	23	1	1
85	100	0	365	1	23	1	1
60	100	0	1825	0	23	1	1
90	100	0	180	1	23	1	1
90	100	0	365	1	23	1	1
80	100	0	1825	0	23	1	1
65	100	0	1825	0	23	1	1
55	100	0	1825	0	23	1	1
85	100	0	180	1	23	1	1
90	100	0	1825	0	23	1	1
95	100	0	90	1	23	1	1
75	100	0	1825	0	23	1	1
95	100	0	60	1	23	1	1
85	100	0	365	1	23	1	1
60	100	0	1825	0	23	1	1
95	100	0	180	1	23	1	1
90	100	0	365	1	23	1	1
70	100	0	1825	0	23	1	1
65	100	0	1825	0	23	1	1
55	100	0	1825	0	23	1	1
475	500	0	1825	0	23	1	1
900	1000	0	1825	1	23	1	1
80	100	0	1825	0	23	1	1
75	100	0	1825	0	23	1	1
950	1000	0	1825	1	23	1	1
85	100	0	365	1	23	1	1
60	100	0	1825	0	23	1	1
95	100	0	180	1	23	1	1
90	100	0	365	1	23	1	1
70	100	0	1825	0	23	1	1
95	100	0	90	1	23	1	1
55	100	0	1825	0	23	1	1
8000	10000	0	365	0	24	1	1
35	10000	0	7	1	24	1	1
3500	10000	0	21	1	24	1	1
50	100	0	14	0	24	1	1
100	500	0	7	1	24	1	1
3500	10000	0	1825	0	24	1	1
225	500	0	7	0	24	1	1
6000	10000	0	30	1	24	1	1
375	1000	0	7	1	24	1	1
4000	10000	0	365	0	24	1	1
7000	10000	0	30	1	24	1	1
4500	10000	0	90	0	24	1	1
75	500	0	14	1	24	1	1
5000	10000	0	60	1	24	1	1
400	1000	0	14	1	24	1	1
325	1000	0	30	1	24	1	1
475	1000	0	60	0	24	1	1
5500	10000	0	90	0	24	1	1
3500	10000	0	180	0	24	1	1
5000	10000	0	90	0	24	1	1
5500	10000	0	60	1	24	1	1
6000	10000	0	60	1	24	1	1
7500	10000	0	30	1	24	1	1
350	1000	0	60	1	24	1	1
350	1000	0	365	0	24	1	1
6500	10000	0	60	1	24	1	1
4000	10000	0	180	0	24	1	1
275	1000	0	90	0	24	1	1
35	100	0	14	1	24	1	1
5500	10000	0	90	0	24	1	1
450	1000	0	90	0	24	1	1
425	1000	0	30	1	24	1	1
450	1000	0	60	1	24	1	1
3500	10000	0	180	0	24	1	1
500	1000	0	60	1	24	1	1
550	1000	0	60	0	24	1	1
425	1000	0	90	0	24	1	1
400	1000	0	60	1	24	1	1
400	1000	0	90	0	24	1	1
250	1000	0	180	0	24	1	1
650	1000	0	30	1	24	1	1
9000	10000	0	365	0	25	1	1
375	10000	0	7	1	25	1	1
45	100	0	7	0	25	1	1
5000	10000	0	30	1	25	1	1
350	1000	0	180	0	25	1	1
125	500	0	7	1	25	1	1
5000	10000	0	365	0	25	1	1
225	500	0	7	0	25	1	1
400	1000	0	7	1	25	1	1
3000	10000	0	180	1	25	1	1
5000	10000	0	180	0	25	1	1
200	500	0	7	0	25	1	1
4000	10000	0	180	0	25	1	1
550	1000	0	7	1	25	1	1
225	1000	0	30	1	25	1	1
300	1000	0	21	1	25	1	1
400	1000	0	14	1	25	1	1
325	1000	0	21	1	25	1	1
475	1000	0	14	1	25	1	1
475	1000	0	21	1	25	1	1
500	1000	0	30	0	25	1	1
550	1000	0	21	0	25	1	1
450	1000	0	21	0	25	1	1
5000	10000	0	90	0	25	1	1
8000	10000	0	21	0	25	1	1
4500	10000	0	90	0	25	1	1
6500	10000	0	30	1	25	1	1
550	1000	0	14	1	25	1	1
500	1000	0	21	0	25	1	1
7000	10000	0	30	0	25	1	1
425	1000	0	21	0	25	1	1
7500	10000	0	21	0	25	1	1
7000	10000	0	21	0	25	1	1
6000	10000	0	30	0	25	1	1
5500	10000	0	30	1	25	1	1
7500	10000	0	14	1	25	1	1
500	1000	0	14	1	25	1	1
600	1000	0	14	0	25	1	1
3500	10000	0	90	1	25	1	1
8000	10000	0	14	0	25	1	1
8000	10000	0	365	1	26	1	1
950	1000	0	1825	1	26	1	1
475	500	0	1825	0	26	1	1
35	100	0	1825	0	26	1	1
9500	10000	0	1825	0	26	1	1
9000	10000	0	1825	0	26	1	1
850	10000	0	365	1	26	1	1
225	500	0	30	1	26	1	1
500	1000	0	1825	1	26	1	1
8500	10000	0	1825	0	26	1	1
7500	10000	0	1825	1	26	1	1
8000	10000	0	1825	0	26	1	1
7000	10000	0	1825	1	26	1	1
650	1000	0	1825	0	26	1	1
325	1000	0	1825	1	26	1	1
9500	10000	0	365	1	26	1	1
9500	10000	0	1825	0	26	1	1
9000	10000	0	1825	0	26	1	1
350	1000	0	180	1	26	1	1
95	100	0	1825	0	26	1	1
700	1000	0	1825	0	26	1	1
8500	10000	0	1825	1	26	1	1
250	500	0	1825	1	26	1	1
8000	10000	0	1825	1	26	1	1
450	1000	0	1825	1	26	1	1
475	1000	0	1825	1	26	1	1
800	1000	0	1825	0	26	1	1
650	1000	0	1825	1	26	1	1
9500	10000	0	365	0	26	1	1
750	1000	0	1825	1	26	1	1
850	1000	0	1825	1	26	1	1
9000	10000	0	1825	0	26	1	1
700	1000	0	1825	1	26	1	1
8500	10000	0	1825	0	26	1	1
7500	10000	0	1825	1	26	1	1
8000	10000	0	1825	0	26	1	1
9500	10000	0	1825	0	26	1	1
7000	10000	0	1825	1	26	1	1
9500	10000	0	180	1	26	1	1
9000	10000	0	365	1	26	1	1
9500	10000	0	365	1	26	1	1
9000	10000	0	365	1	27	1	1
70	100	0	1825	0	27	1	1
9500	10000	0	1825	0	27	1	1
500	1000	0	730	1	27	1	1
325	500	0	730	0	27	1	1
8500	10000	0	1825	0	27	1	1
300	500	0	365	0	27	1	1
500	1000	0	365	1	27	1	1
8000	10000	0	1825	0	27	1	1
9000	10000	0	730	0	27	1	1
7500	10000	0	1825	1	27	1	1
700	1000	0	365	1	27	1	1
325	1000	0	1825	1	27	1	1
350	1000	0	1825	1	27	1	1
500	1000	0	1825	0	27	1	1
400	1000	0	1825	1	27	1	1
425	1000	0	1825	1	27	1	1
475	1000	0	1825	0	27	1	1
450	1000	0	1825	0	27	1	1
7000	10000	0	1825	1	27	1	1
275	500	0	730	1	27	1	1
65	100	0	180	1	27	1	1
50	100	0	365	0	27	1	1
650	1000	0	730	0	27	1	1
375	1000	0	1825	0	27	1	1
600	1000	0	730	0	27	1	1
550	1000	0	730	0	27	1	1
500	1000	0	730	0	27	1	1
475	1000	0	730	0	27	1	1
450	1000	0	730	0	27	1	1
425	1000	0	730	0	27	1	1
400	1000	0	730	1	27	1	1
375	1000	0	730	1	27	1	1
350	1000	0	730	1	27	1	1
7500	10000	0	1825	1	27	1	1
600	1000	0	365	0	27	1	1
550	1000	0	365	0	27	1	1
325	1000	0	730	1	27	1	1
500	1000	0	365	1	27	1	1
650	1000	0	365	1	27	1	1
9000	10000	0	365	0	28	1	1
375	10000	0	7	1	28	1	1
45	100	0	7	0	28	1	1
5000	10000	0	30	0	28	1	1
50	500	0	7	1	28	1	1
275	500	0	7	0	28	1	1
2500	10000	0	7	0	28	1	1
100	1000	0	7	1	28	1	1
20	100	0	7	1	28	1	1
275	10000	0	30	1	28	1	1
225	1000	0	7	1	28	1	1
350	1000	0	7	1	28	1	1
3500	10000	0	7	1	28	1	1
2000	10000	0	30	0	28	1	1
225	10000	0	180	1	28	1	1
5000	10000	0	7	1	28	1	1
375	1000	0	7	1	28	1	1
400	1000	0	7	1	28	1	1
600	10000	0	180	1	28	1	1
7500	10000	0	7	0	28	1	1
800	10000	0	180	1	28	1	1
475	1000	0	7	0	28	1	1
3500	10000	0	30	0	28	1	1
1500	10000	0	90	1	28	1	1
425	10000	0	365	0	28	1	1
65	500	0	30	0	28	1	1
60	1000	0	90	1	28	1	1
25	100	0	7	1	28	1	1
200	500	0	7	1	28	1	1
175	1000	0	30	1	28	1	1
500	1000	0	7	1	28	1	1
550	1000	0	7	0	28	1	1
225	500	0	7	0	28	1	1
7000	10000	0	7	0	28	1	1
75	500	0	30	1	28	1	1
250	500	0	7	1	28	1	1
225	1000	0	30	1	28	1	1
600	1000	0	7	0	28	1	1
40	500	0	90	0	28	1	1
200	1000	0	30	0	28	1	1
9000	10000	0	365	0	29	1	1
375	10000	0	7	1	29	1	1
45	100	0	7	0	29	1	1
5000	10000	0	30	0	29	1	1
50	500	0	7	1	29	1	1
275	500	0	7	0	29	1	1
2500	10000	0	7	1	29	1	1
15	100	0	7	1	29	1	1
225	1000	0	7	1	29	1	1
700	10000	0	90	1	29	1	1
10	100	0	30	0	29	1	1
800	10000	0	180	0	29	1	1
125	10000	0	730	0	29	1	1
400	1000	0	7	1	29	1	1
425	1000	0	7	1	29	1	1
600	1000	0	7	0	29	1	1
6000	10000	0	7	0	29	1	1
450	1000	0	7	1	29	1	1
2500	10000	0	30	0	29	1	1
550	1000	0	7	0	29	1	1
475	1000	0	7	0	29	1	1
800	10000	0	90	0	29	1	1
2000	10000	0	30	0	29	1	1
4500	10000	0	7	1	29	1	1
500	1000	0	7	1	29	1	1
5000	10000	0	7	0	29	1	1
250	500	0	7	0	29	1	1
175	1000	0	30	0	29	1	1
225	500	0	7	0	29	1	1
80	500	0	30	1	29	1	1
375	1000	0	7	0	29	1	1
350	1000	0	7	1	29	1	1
325	1000	0	7	0	29	1	1
300	1000	0	7	1	29	1	1
1500	10000	0	30	1	29	1	1
400	1000	0	7	0	29	1	1
425	1000	0	7	0	29	1	1
275	1000	0	7	0	29	1	1
250	1000	0	7	0	29	1	1
225	1000	0	7	0	29	1	1
9000	10000	0	365	1	30	1	1
70	100	0	1825	0	30	1	1
9500	10000	0	1825	0	30	1	1
500	1000	0	730	1	30	1	1
325	500	0	730	0	30	1	1
8500	10000	0	1825	0	30	1	1
300	500	0	365	0	30	1	1
500	1000	0	365	1	30	1	1
8000	10000	0	1825	0	30	1	1
9000	10000	0	730	1	30	1	1
9500	10000	0	365	1	30	1	1
300	1000	0	1825	1	30	1	1
700	1000	0	365	1	30	1	1
400	1000	0	1825	1	30	1	1
500	1000	0	1825	1	30	1	1
600	1000	0	1825	0	30	1	1
550	1000	0	1825	1	30	1	1
650	1000	0	1825	0	30	1	1
9000	10000	0	1825	0	30	1	1
475	1000	0	1825	1	30	1	1
250	500	0	1825	0	30	1	1
750	1000	0	730	1	30	1	1
350	500	0	730	0	30	1	1
700	1000	0	1825	0	30	1	1
9500	10000	0	730	0	30	1	1
800	1000	0	730	0	30	1	1
225	500	0	1825	0	30	1	1
8500	10000	0	1825	1	30	1	1
35	100	0	730	1	30	1	1
55	100	0	365	1	30	1	1
40	100	0	730	1	30	1	1
60	100	0	365	1	30	1	1
95	100	0	30	0	30	1	1
75	100	0	180	1	30	1	1
450	500	0	180	1	30	1	1
8000	10000	0	1825	0	30	1	1
9500	10000	0	365	1	30	1	1
65	100	0	365	1	30	1	1
550	1000	0	1825	1	30	1	1
80	100	0	180	1	30	1	1
8000	10000	0	365	1	31	1	1
950	1000	0	1825	0	31	1	1
9500	10000	0	1825	0	31	1	1
50	100	0	90	1	31	1	1
5000	10000	0	1825	1	31	1	1
350	500	0	1825	0	31	1	1
650	1000	0	365	1	31	1	1
8500	10000	0	1825	0	31	1	1
75	100	0	365	0	31	1	1
7500	10000	0	1825	0	31	1	1
450	1000	0	1825	0	31	1	1
425	1000	0	1825	0	31	1	1
400	1000	0	1825	0	31	1	1
425	1000	0	365	1	31	1	1
400	500	0	180	1	31	1	1
7000	10000	0	1825	0	31	1	1
350	500	0	365	1	31	1	1
6500	10000	0	1825	0	31	1	1
7000	10000	0	365	1	31	1	1
750	1000	0	365	1	31	1	1
175	500	0	1825	0	31	1	1
375	1000	0	1825	0	31	1	1
85	100	0	90	1	31	1	1
65	100	0	365	1	31	1	1
8500	10000	0	365	1	31	1	1
5500	10000	0	1825	1	31	1	1
6000	10000	0	1825	0	31	1	1
350	1000	0	1825	0	31	1	1
325	1000	0	1825	0	31	1	1
700	1000	0	365	1	31	1	1
300	1000	0	1825	0	31	1	1
650	1000	0	365	1	31	1	1
275	1000	0	1825	1	31	1	1
375	1000	0	1825	1	31	1	1
750	1000	0	365	1	31	1	1
350	500	0	365	1	31	1	1
150	500	0	1825	1	31	1	1
400	1000	0	1825	0	31	1	1
850	1000	0	180	1	31	1	1
60	100	0	365	1	31	1	1
950	1000	0	60	0	31	1	1
8000	10000	0	365	1	32	1	1
950	1000	0	1825	0	32	1	1
9500	10000	0	1825	0	32	1	1
50	100	0	90	0	32	1	1
500	10000	0	7	1	32	1	1
250	500	0	21	0	32	1	1
4500	10000	0	365	0	32	1	1
400	10000	0	7	1	32	1	1
4500	10000	0	60	1	32	1	1
10	500	0	7	1	32	1	1
6500	10000	0	1825	0	32	1	1
125	500	0	7	0	32	1	1
3500	10000	0	365	0	32	1	1
5500	10000	0	90	0	32	1	1
3000	10000	0	180	1	32	1	1
325	1000	0	7	0	32	1	1
6500	10000	0	60	1	32	1	1
6000	10000	0	90	1	32	1	1
3000	10000	0	365	0	32	1	1
4000	10000	0	180	0	32	1	1
3500	10000	0	180	0	32	1	1
8500	10000	0	14	1	32	1	1
5000	10000	0	90	1	32	1	1
2000	10000	0	365	0	32	1	1
200	1000	0	7	0	32	1	1
150	1000	0	7	1	32	1	1
175	1000	0	7	1	32	1	1
75	1000	0	21	0	32	1	1
30	500	0	7	1	32	1	1
8000	10000	0	21	1	32	1	1
6000	10000	0	60	1	32	1	1
250	1000	0	7	0	32	1	1
3500	10000	0	180	0	32	1	1
7500	10000	0	30	0	32	1	1
5000	10000	0	90	0	32	1	1
8500	10000	0	14	0	32	1	1
3000	10000	0	180	0	32	1	1
4500	10000	0	90	0	32	1	1
6000	10000	0	30	1	32	1	1
5000	10000	0	21	0	32	1	1
4000	10000	0	14	0	32	1	1
8000	10000	0	365	1	33	1	1
950	1000	0	1825	0	33	1	1
9500	10000	0	1825	1	33	1	1
50	100	0	365	0	33	1	1
60	100	0	7	1	33	1	1
375	500	0	1825	0	33	1	1
70	100	0	7	1	33	1	1
800	1000	0	1825	0	33	1	1
60	100	0	21	1	33	1	1
700	1000	0	1825	0	33	1	1
50	100	0	180	1	33	1	1
40	100	0	365	1	33	1	1
650	1000	0	1825	0	33	1	1
9000	10000	0	1825	1	33	1	1
375	500	0	180	1	33	1	1
9500	10000	0	1825	0	33	1	1
5500	10000	0	1825	1	33	1	1
400	500	0	365	1	33	1	1
600	1000	0	1825	0	33	1	1
225	500	0	1825	0	33	1	1
375	500	0	365	1	33	1	1
200	500	0	1825	0	33	1	1
75	100	0	90	1	33	1	1
550	1000	0	1825	0	33	1	1
7000	10000	0	1825	0	33	1	1
5000	10000	0	1825	1	33	1	1
6500	10000	0	1825	1	33	1	1
7500	10000	0	1825	1	33	1	1
8000	10000	0	1825	0	33	1	1
9500	10000	0	365	1	33	1	1
8500	10000	0	1825	0	33	1	1
25	100	0	1825	0	33	1	1
9000	10000	0	1825	0	33	1	1
55	100	0	365	1	33	1	1
200	500	0	1825	0	33	1	1
375	500	0	365	1	33	1	1
7000	10000	0	1825	0	33	1	1
9000	10000	0	365	0	33	1	1
6000	10000	0	1825	0	33	1	1
5000	10000	0	1825	1	33	1	1
6500	10000	0	1825	0	33	1	1
9000	10000	0	365	1	34	1	1
70	100	0	1825	0	34	1	1
9500	10000	0	1825	1	34	1	1
200	500	0	1825	1	34	1	1
950	1000	0	1825	0	34	1	1
5	100	0	1825	1	34	1	1
450	500	0	1825	1	34	1	1
75	100	0	1825	0	34	1	1
65	100	0	1825	0	34	1	1
60	100	0	1825	0	34	1	1
55	100	0	1825	0	34	1	1
475	500	0	1825	0	34	1	1
900	1000	0	1825	1	34	1	1
35	100	0	1825	1	34	1	1
45	100	0	1825	1	34	1	1
75	100	0	730	0	34	1	1
95	100	0	90	0	34	1	1
50	100	0	1825	1	34	1	1
80	100	0	1825	0	34	1	1
85	100	0	365	0	34	1	1
40	100	0	1825	1	34	1	1
85	100	0	1825	0	34	1	1
65	100	0	730	1	34	1	1
70	100	0	1825	0	34	1	1
70	100	0	730	1	34	1	1
80	100	0	730	0	34	1	1
85	100	0	730	0	34	1	1
90	100	0	1825	0	34	1	1
90	100	0	180	1	34	1	1
75	100	0	1825	0	34	1	1
65	100	0	1825	0	34	1	1
60	100	0	1825	0	34	1	1
95	100	0	1825	0	34	1	1
55	100	0	1825	1	34	1	1
30	100	0	1825	1	34	1	1
90	100	0	730	0	34	1	1
95	100	0	730	0	34	1	1
75	100	0	730	0	34	1	1
375	500	0	1825	1	34	1	1
80	100	0	365	1	34	1	1
8000	10000	0	365	1	35	1	1
950	1000	0	1825	0	35	1	1
9500	10000	0	1825	0	35	1	1
50	100	0	90	1	35	1	1
5000	10000	0	1825	0	35	1	1
5500	10000	0	365	1	35	1	1
375	500	0	1825	0	35	1	1
4500	10000	0	1825	1	35	1	1
8500	10000	0	365	1	35	1	1
6000	10000	0	1825	0	35	1	1
5500	10000	0	1825	1	35	1	1
6500	10000	0	1825	0	35	1	1
425	1000	0	1825	0	35	1	1
550	1000	0	180	1	35	1	1
350	1000	0	1825	0	35	1	1
9000	10000	0	365	0	35	1	1
475	1000	0	90	1	35	1	1
375	1000	0	1825	1	35	1	1
600	1000	0	1825	0	35	1	1
250	1000	0	1825	1	35	1	1
650	1000	0	365	0	35	1	1
600	1000	0	365	1	35	1	1
5500	10000	0	1825	1	35	1	1
750	1000	0	180	1	35	1	1
275	500	0	365	1	35	1	1
275	1000	0	1825	1	35	1	1
400	1000	0	1825	0	35	1	1
350	1000	0	1825	0	35	1	1
100	500	0	1825	0	35	1	1
800	1000	0	180	0	35	1	1
95	500	0	1825	1	35	1	1
35	100	0	365	1	35	1	1
650	1000	0	365	0	35	1	1
70	100	0	90	1	35	1	1
55	100	0	180	0	35	1	1
425	500	0	90	0	35	1	1
275	500	0	365	1	35	1	1
275	1000	0	1825	1	35	1	1
40	100	0	365	1	35	1	1
300	1000	0	1825	1	35	1	1
60	100	0	180	1	35	1	1
